,player,date,opp,result,min,fgm-a,3pm-a,ftm-a,oreb,dreb,reb,ast,stl,blk,to,pf,pts
8,shavonte-zellous,"AUG 11, 2017",NYL @ ATL,W,31,6 - 9,0 - 0,8 - 9,1,3,4,4,2,1,5,3,20
9,shavonte-zellous,"AUG 08, 2017",NYL vs. IND,W,33,3 - 10,0 - 1,10 - 11,3,5,8,2,2,0,3,2,16
10,shavonte-zellous,"AUG 04, 2017",NYL @ LAS,L,28,1 - 4,0 - 1,2 - 2,1,3,4,3,2,1,3,4,4
11,shavonte-zellous,"AUG 01, 2017",NYL @ SAN,L,28,5 - 10,1 - 2,2 - 2,3,1,4,3,1,0,1,3,13
12,shavonte-zellous,"JUL 30, 2017",NYL @ CHI,W,26,4 - 8,0 - 0,2 - 3,1,1,2,4,1,0,1,4,10
13,shavonte-zellous,"JUL 28, 2017",NYL @ IND,W,33,3 - 7,1 - 2,4 - 5,1,5,6,5,0,0,5,5,11
14,shavonte-zellous,"JUL 25, 2017",NYL @ MIN,L,16,1 - 4,0 - 1,5 - 6,0,0,0,1,0,0,1,3,7
15,shavonte-zellous,"JUL 19, 2017",NYL vs. CON,W,30,2 - 7,1 - 4,11 - 11,2,3,5,6,0,0,5,2,16
16,shavonte-zellous,"JUL 16, 2017",NYL vs. WAS,W,22,3 - 8,1 - 4,4 - 4,0,4,4,4,1,1,2,2,11
17,shavonte-zellous,"JUL 14, 2017",NYL vs. CHI,L,34,5 - 15,0 - 1,4 - 6,4,7,11,3,3,0,2,3,14
18,shavonte-zellous,"JUL 09, 2017",NYL @ PHO,L,26,2 - 6,1 - 1,0 - 2,0,1,1,3,0,1,1,4,5
19,shavonte-zellous,"JUL 06, 2017",NYL @ SEA,W,32,0 - 6,0 - 1,5 - 6,1,2,3,5,0,0,2,3,5
20,shavonte-zellous,"JUL 02, 2017",NYL @ ATL,L,37,3 - 6,0 - 1,1 - 2,0,9,9,3,0,1,4,5,7
21,shavonte-zellous,"JUN 29, 2017",NYL @ WAS,L,35,5 - 12,0 - 0,7 - 8,3,4,7,2,1,0,3,4,17
22,shavonte-zellous,"JUN 23, 2017",NYL vs. CON,L,38,6 - 11,2 - 3,4 - 4,0,0,0,1,0,0,1,5,18
23,shavonte-zellous,"JUN 16, 2017",NYL @ DAL,W,39,9 - 13,0 - 0,10 - 11,1,7,8,6,2,1,2,3,28
24,shavonte-zellous,"JUN 14, 2017",NYL @ CON,L,29,5 - 11,0 - 3,6 - 7,1,1,2,2,1,0,4,5,16
25,shavonte-zellous,"JUN 11, 2017",NYL vs. SEA,W,30,6 - 14,1 - 3,3 - 3,1,1,2,2,0,0,1,3,16
26,shavonte-zellous,"JUN 07, 2017",NYL vs. ATL,W,34,3 - 9,0 - 1,6 - 8,0,3,3,2,0,0,3,4,12
27,shavonte-zellous,"JUN 04, 2017",NYL vs. PHO,W,34,8 - 13,1 - 2,4 - 4,0,3,3,5,0,1,0,3,21
28,shavonte-zellous,"JUN 02, 2017",NYL vs. DAL,W,34,9 - 15,1 - 1,8 - 11,3,5,8,3,0,0,5,4,27
29,shavonte-zellous,"MAY 30, 2017",NYL vs. LAS,L,34,1 - 7,1 - 1,1 - 2,1,6,7,5,1,0,0,1,4
30,shavonte-zellous,"MAY 26, 2017",NYL @ SEA,L,21,1 - 4,0 - 0,0 - 2,1,1,2,1,2,0,1,3,2
31,shavonte-zellous,"MAY 23, 2017",NYL @ PHO,W,29,0 - 5,0 - 0,0 - 0,0,3,3,1,1,0,2,3,0
32,shavonte-zellous,"MAY 18, 2017",NYL vs. MIN,L,23,2 - 6,0 - 0,2 - 2,0,2,2,1,0,0,2,4,6
33,shavonte-zellous,"MAY 13, 2017",NYL vs. SAN,W,23,2 - 3,0 - 0,6 - 8,0,1,1,4,0,0,2,2,10
0,emma-cannon,"SEP 03, 2017",PHO vs. ATL,W,18,1 - 5,0 - 1,1 - 2,2,8,10,3,0,0,2,3,3
1,emma-cannon,"SEP 01, 2017",PHO vs. CON,W,13,1 - 2,0 - 0,1 - 2,0,3,3,1,0,0,1,4,3
2,emma-cannon,"AUG 27, 2017",PHO @ SEA,W,18,2 - 5,0 - 0,0 - 0,4,4,8,1,0,1,5,4,4
3,emma-cannon,"AUG 24, 2017",PHO vs. LAS,L,14,4 - 6,0 - 0,3 - 4,2,3,5,0,0,0,2,3,11
4,emma-cannon,"AUG 22, 2017",PHO @ MIN,L,17,0 - 2,0 - 0,1 - 2,1,3,4,0,0,0,1,3,1
5,emma-cannon,"AUG 20, 2017",PHO @ CON,L,16,2 - 4,0 - 0,4 - 6,1,4,5,0,0,0,1,1,8
6,emma-cannon,"AUG 18, 2017",PHO @ WAS,W,13,2 - 3,0 - 0,0 - 0,2,3,5,0,0,0,3,2,4
7,emma-cannon,"AUG 12, 2017",PHO vs. SEA,L,22,4 - 8,0 - 0,1 - 3,5,4,9,0,0,0,1,3,9
8,emma-cannon,"AUG 10, 2017",PHO @ DAL,W,38,8 - 14,0 - 0,1 - 2,3,6,9,0,2,2,2,5,17
9,emma-cannon,"AUG 06, 2017",PHO @ WAS,L,21,3 - 6,0 - 0,2 - 5,2,1,3,0,0,1,0,2,8
10,emma-cannon,"AUG 04, 2017",PHO @ CON,L,14,2 - 3,0 - 0,0 - 2,0,1,1,0,0,0,0,1,4
11,emma-cannon,"JUL 30, 2017",PHO vs. SAN,W,11,1 - 1,0 - 0,7 - 8,1,0,1,0,0,0,1,1,9
12,emma-cannon,"JUL 28, 2017",PHO @ CHI,W,5,1 - 2,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
13,emma-cannon,"JUL 25, 2017",PHO @ ATL,L,21,4 - 4,0 - 0,0 - 0,1,3,4,0,0,1,1,4,8
14,emma-cannon,"JUL 19, 2017",PHO vs. IND,L,8,1 - 3,0 - 0,2 - 4,0,3,3,0,0,0,1,1,4
15,emma-cannon,"JUL 16, 2017",PHO @ MIN,L,22,0 - 4,0 - 0,3 - 6,2,4,6,1,0,0,1,4,3
16,emma-cannon,"JUL 14, 2017",PHO vs. MIN,L,15,0 - 1,0 - 0,1 - 2,1,2,3,0,0,0,0,3,1
17,emma-cannon,"JUL 12, 2017",PHO vs. ATL,W,7,2 - 2,0 - 0,0 - 0,0,4,4,0,0,0,2,1,4
18,emma-cannon,"JUL 09, 2017",PHO vs. NYL,W,1,0 - 0,0 - 0,0 - 0,0,1,1,0,0,0,0,0,0
19,emma-cannon,"JUL 07, 2017",PHO @ SAN,W,9,1 - 1,0 - 0,0 - 0,1,1,2,0,0,0,1,2,2
20,emma-cannon,"JUL 05, 2017",PHO vs. WAS,W,4,0 - 1,0 - 0,0 - 0,1,0,1,1,0,0,0,2,0
21,emma-cannon,"JUN 30, 2017",PHO vs. MIN,L,8,1 - 4,0 - 0,0 - 0,3,1,4,1,0,0,1,0,2
22,emma-cannon,"JUN 23, 2017",PHO @ SEA,W,6,0 - 1,0 - 0,0 - 0,1,1,2,0,0,0,2,4,0
23,emma-cannon,"JUN 18, 2017",PHO @ LAS,L,13,0 - 1,0 - 0,0 - 0,1,1,2,0,0,0,1,1,0
24,emma-cannon,"JUN 16, 2017",PHO vs. CHI,W,18,4 - 6,0 - 0,1 - 2,0,3,3,0,1,0,1,4,9
25,emma-cannon,"JUN 10, 2017",PHO vs. LAS,L,15,3 - 4,0 - 0,1 - 2,2,1,3,0,0,0,0,2,7
26,emma-cannon,"JUN 07, 2017",PHO @ IND,W,9,1 - 1,0 - 0,0 - 0,0,4,4,0,0,0,0,1,2
27,emma-cannon,"JUN 04, 2017",PHO @ NYL,L,7,0 - 3,0 - 0,1 - 2,0,0,0,1,0,0,0,3,1
28,emma-cannon,"JUN 01, 2017",PHO @ CHI,W,11,1 - 3,0 - 0,0 - 0,0,1,1,0,1,0,1,1,2
29,emma-cannon,"MAY 27, 2017",PHO vs. DAL,W,17,4 - 6,0 - 0,4 - 4,4,4,8,1,0,0,0,2,12
30,emma-cannon,"MAY 23, 2017",PHO vs. NYL,L,12,3 - 6,0 - 1,1 - 1,2,0,2,0,1,0,0,2,7
31,emma-cannon,"MAY 19, 2017",PHO @ SAN,W,5,0 - 1,0 - 0,0 - 0,0,1,1,0,0,0,0,1,0
32,emma-cannon,"MAY 17, 2017",PHO vs. IND,W,9,0 - 0,0 - 0,2 - 4,1,4,5,0,0,0,0,2,2
33,emma-cannon,"MAY 14, 2017",PHO vs. DAL,L,5,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
0,monique-currie,"SEP 03, 2017",PHO vs. ATL,W,8,5 - 6,2 - 2,0 - 0,0,0,0,0,0,1,0,4,12
1,monique-currie,"SEP 01, 2017",PHO vs. CON,W,17,3 - 7,0 - 3,2 - 2,0,2,2,3,3,0,3,2,8
2,monique-currie,"AUG 27, 2017",PHO @ SEA,W,26,1 - 8,0 - 0,2 - 2,1,2,3,7,0,0,0,2,4
3,monique-currie,"AUG 24, 2017",PHO vs. LAS,L,17,1 - 1,0 - 0,0 - 1,0,6,6,0,0,0,3,2,2
4,monique-currie,"AUG 22, 2017",PHO @ MIN,L,24,6 - 9,2 - 3,0 - 0,0,0,0,3,2,0,4,3,14
5,monique-currie,"AUG 20, 2017",PHO @ CON,L,24,3 - 10,2 - 3,4 - 4,1,3,4,2,0,0,1,1,12
6,monique-currie,"AUG 18, 2017",PHO @ WAS,W,21,1 - 6,0 - 3,0 - 0,0,1,1,3,0,0,2,2,2
7,monique-currie,"AUG 12, 2017",PHO vs. SEA,L,22,2 - 5,1 - 1,6 - 6,1,1,2,2,0,0,0,4,11
8,monique-currie,"AUG 10, 2017",PHO @ DAL,W,36,11 - 19,2 - 5,5 - 7,1,4,5,6,4,2,3,1,29
9,monique-currie,"AUG 06, 2017",PHO @ WAS,L,34,5 - 9,1 - 2,3 - 4,0,8,8,5,3,0,0,5,14
10,monique-currie,"AUG 04, 2017",PHO @ CON,L,21,3 - 9,2 - 6,2 - 2,0,3,3,3,0,1,1,1,10
11,monique-currie,"JUL 30, 2017",PHO vs. SAN,W,24,6 - 12,4 - 7,4 - 4,0,3,3,3,0,2,0,2,20
12,monique-currie,"JUL 28, 2017",PHO @ CHI,W,14,3 - 7,2 - 4,10 - 12,2,1,3,1,1,0,0,0,18
13,monique-currie,"JUL 25, 2017",PHO @ ATL,L,22,3 - 15,0 - 2,2 - 5,1,2,3,2,1,0,1,3,8
14,monique-currie,"JUL 19, 2017",PHO vs. IND,L,25,5 - 10,2 - 5,0 - 0,3,2,5,0,1,0,0,4,12
15,monique-currie,"JUL 16, 2017",PHO @ MIN,L,28,3 - 10,0 - 5,7 - 9,0,4,4,1,0,0,1,3,13
16,monique-currie,"JUL 14, 2017",PHO vs. MIN,L,16,2 - 5,2 - 3,4 - 4,1,1,2,0,0,0,0,2,10
17,monique-currie,"JUL 12, 2017",PHO vs. ATL,W,14,1 - 3,1 - 2,0 - 0,0,4,4,1,1,0,0,1,3
18,monique-currie,"JUL 09, 2017",PHO vs. NYL,W,16,2 - 4,1 - 1,2 - 2,0,3,3,1,0,0,1,1,7
19,monique-currie,"JUL 07, 2017",PHO @ SAN,W,22,4 - 7,1 - 1,3 - 4,0,2,2,2,1,0,0,3,12
20,monique-currie,"JUL 05, 2017",PHO vs. WAS,W,13,0 - 1,0 - 0,0 - 0,0,2,2,2,0,0,1,1,0
21,monique-currie,"JUN 30, 2017",PHO vs. MIN,L,15,2 - 7,0 - 1,0 - 0,0,1,1,1,0,0,0,2,4
22,monique-currie,"JUN 25, 2017",SAN @ MIN,L,10,1 - 6,1 - 3,0 - 0,2,1,3,0,0,0,0,0,3
23,monique-currie,"JUN 23, 2017",SAN vs. DAL,L,27,5 - 12,0 - 2,1 - 2,1,5,6,6,1,1,2,1,11
24,monique-currie,"JUN 21, 2017",SAN @ DAL,L,33,11 - 17,3 - 6,4 - 4,1,4,5,0,1,1,3,2,29
25,monique-currie,"JUN 18, 2017",SAN @ SEA,L,17,3 - 7,1 - 3,0 - 0,0,2,2,0,0,0,1,4,7
26,monique-currie,"JUN 15, 2017",SAN @ LAS,L,20,2 - 8,0 - 2,0 - 0,0,1,1,2,1,0,1,2,4
27,monique-currie,"JUN 10, 2017",SAN vs. CHI,L,29,2 - 8,0 - 2,3 - 3,0,3,3,2,0,1,1,3,7
28,monique-currie,"JUN 06, 2017",SAN vs. SEA,L,14,3 - 6,0 - 1,1 - 2,0,2,2,0,1,0,0,0,7
29,monique-currie,"JUN 03, 2017",SAN vs. CON,L,12,0 - 5,0 - 1,0 - 0,1,5,6,4,0,0,2,1,0
30,monique-currie,"MAY 31, 2017",SAN @ ATL,L,23,5 - 14,2 - 5,2 - 4,0,7,7,4,1,1,8,2,14
31,monique-currie,"MAY 28, 2017",SAN @ MIN,L,28,4 - 10,1 - 3,1 - 1,0,9,9,2,0,0,2,4,10
32,monique-currie,"MAY 25, 2017",SAN vs. DAL,L,23,3 - 7,2 - 5,3 - 4,1,7,8,4,0,0,1,2,11
33,monique-currie,"MAY 19, 2017",SAN vs. PHO,L,26,3 - 10,0 - 1,2 - 2,2,2,4,4,1,1,3,4,8
34,monique-currie,"MAY 14, 2017",SAN @ WAS,L,30,9 - 13,3 - 4,10 - 10,0,6,6,0,2,1,3,3,31
35,monique-currie,"MAY 13, 2017",SAN @ NYL,L,32,8 - 13,1 - 1,6 - 8,1,4,5,1,0,0,6,3,23
0,cayla-george,"SEP 03, 2017",PHO vs. ATL,W,1,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
1,cayla-george,"SEP 01, 2017",PHO vs. CON,W,3,0 - 1,0 - 1,2 - 2,1,2,3,0,0,1,2,1,2
2,cayla-george,"AUG 27, 2017",PHO @ SEA,W,5,0 - 1,0 - 0,0 - 0,0,1,1,0,0,0,0,1,0
3,cayla-george,"AUG 24, 2017",PHO vs. LAS,L,7,1 - 2,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
4,cayla-george,"AUG 22, 2017",PHO @ MIN,L,15,4 - 6,1 - 2,0 - 0,0,0,0,0,0,0,1,4,9
5,cayla-george,"AUG 20, 2017",PHO @ CON,L,9,1 - 4,0 - 0,0 - 0,0,0,0,0,1,0,0,2,2
6,cayla-george,"AUG 18, 2017",PHO @ WAS,W,6,1 - 1,1 - 1,0 - 0,0,3,3,0,0,0,0,1,3
7,cayla-george,"AUG 12, 2017",PHO vs. SEA,L,15,3 - 6,2 - 4,0 - 3,1,3,4,1,1,0,0,1,8
8,cayla-george,"AUG 10, 2017",PHO @ DAL,W,18,3 - 5,2 - 3,0 - 0,0,4,4,1,0,2,0,3,8
9,cayla-george,"AUG 06, 2017",PHO @ WAS,L,11,0 - 1,0 - 1,0 - 0,0,1,1,0,0,0,2,1,0
10,cayla-george,"AUG 04, 2017",PHO @ CON,L,13,1 - 4,0 - 2,0 - 0,0,3,3,0,0,0,1,1,2
11,cayla-george,"JUL 30, 2017",PHO vs. SAN,W,22,2 - 7,0 - 2,2 - 2,2,4,6,1,0,0,2,3,6
12,cayla-george,"JUL 28, 2017",PHO @ CHI,W,27,5 - 11,2 - 4,2 - 2,0,14,14,1,3,1,0,1,14
13,cayla-george,"JUL 25, 2017",PHO @ ATL,L,13,4 - 6,0 - 2,0 - 0,0,1,1,0,0,2,0,1,8
14,cayla-george,"JUL 19, 2017",PHO vs. IND,L,16,2 - 4,0 - 0,0 - 0,0,0,0,2,1,0,1,2,4
15,cayla-george,"JUL 16, 2017",PHO @ MIN,L,8,0 - 2,0 - 0,0 - 0,2,1,3,1,0,0,0,1,0
16,cayla-george,"JUL 14, 2017",PHO vs. MIN,L,9,0 - 2,0 - 0,0 - 0,0,1,1,0,0,1,0,4,0
17,cayla-george,"JUL 12, 2017",PHO vs. ATL,W,4,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
18,cayla-george,"JUL 09, 2017",PHO vs. NYL,W,1,0 - 2,0 - 2,0 - 0,0,0,0,0,0,0,0,0,0
19,cayla-george,"JUL 07, 2017",PHO @ SAN,W,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,2,0
20,cayla-george,"JUN 30, 2017",PHO vs. MIN,L,7,0 - 1,0 - 1,0 - 0,0,1,1,1,0,0,0,2,0
21,cayla-george,"JUN 23, 2017",PHO @ SEA,W,13,0 - 1,0 - 0,0 - 0,0,3,3,1,0,0,0,5,0
22,cayla-george,"JUN 18, 2017",PHO @ LAS,L,20,2 - 7,0 - 2,2 - 2,2,4,6,1,0,0,1,2,6
23,cayla-george,"JUN 10, 2017",PHO vs. LAS,L,9,0 - 3,0 - 3,0 - 0,0,0,0,0,0,0,1,2,0
24,cayla-george,"JUN 07, 2017",PHO @ IND,W,23,0 - 0,0 - 0,0 - 0,1,3,4,3,2,0,0,2,0
25,cayla-george,"JUN 04, 2017",PHO @ NYL,L,21,1 - 5,0 - 3,0 - 0,0,5,5,0,0,1,1,4,2
26,cayla-george,"JUN 01, 2017",PHO @ CHI,W,10,0 - 4,0 - 2,0 - 2,0,3,3,0,0,0,0,1,0
27,cayla-george,"MAY 27, 2017",PHO vs. DAL,W,18,4 - 7,2 - 3,0 - 0,1,4,5,0,0,1,0,4,10
28,cayla-george,"MAY 23, 2017",PHO vs. NYL,L,20,2 - 5,2 - 4,0 - 0,1,4,5,0,1,0,1,5,6
29,cayla-george,"MAY 19, 2017",PHO @ SAN,W,14,2 - 3,1 - 1,1 - 1,0,4,4,1,0,2,0,3,6
30,cayla-george,"MAY 17, 2017",PHO vs. IND,W,13,2 - 6,0 - 3,0 - 0,0,0,0,1,0,1,1,1,4
31,cayla-george,"MAY 14, 2017",PHO vs. DAL,L,11,1 - 2,0 - 0,0 - 0,0,5,5,0,0,0,1,2,2
0,brittney-griner,"SEP 03, 2017",PHO vs. ATL,W,37,10 - 17,0 - 0,10 - 12,0,6,6,2,2,1,3,1,30
1,brittney-griner,"SEP 01, 2017",PHO vs. CON,W,33,10 - 15,0 - 0,11 - 12,0,8,8,5,1,1,1,1,31
2,brittney-griner,"AUG 27, 2017",PHO @ SEA,W,37,12 - 20,0 - 0,5 - 8,1,7,8,1,0,5,3,3,29
3,brittney-griner,"AUG 24, 2017",PHO vs. LAS,L,31,8 - 14,0 - 0,2 - 5,1,3,4,2,2,4,5,5,18
4,brittney-griner,"AUG 22, 2017",PHO @ MIN,L,24,3 - 5,0 - 0,3 - 4,0,2,2,0,0,4,1,3,9
5,brittney-griner,"AUG 20, 2017",PHO @ CON,L,29,7 - 16,0 - 0,4 - 6,2,4,6,0,0,1,2,4,18
6,brittney-griner,"AUG 18, 2017",PHO @ WAS,W,34,6 - 10,0 - 0,1 - 2,2,8,10,1,1,1,1,4,13
7,brittney-griner,"AUG 12, 2017",PHO vs. SEA,L,21,8 - 14,0 - 0,3 - 3,2,5,7,2,1,3,1,4,19
8,brittney-griner,"JUL 14, 2017",PHO vs. MIN,L,25,5 - 10,0 - 0,5 - 7,0,4,4,1,0,1,3,4,15
9,brittney-griner,"JUL 12, 2017",PHO vs. ATL,W,35,9 - 16,0 - 0,10 - 10,1,7,8,1,1,0,3,1,28
10,brittney-griner,"JUL 09, 2017",PHO vs. NYL,W,34,13 - 17,0 - 0,5 - 5,0,13,13,2,1,6,4,4,31
11,brittney-griner,"JUL 07, 2017",PHO @ SAN,W,33,6 - 10,0 - 0,3 - 4,2,6,8,2,0,5,4,2,15
12,brittney-griner,"JUL 05, 2017",PHO vs. WAS,W,35,11 - 17,0 - 0,8 - 9,6,8,14,3,0,3,2,2,30
13,brittney-griner,"JUN 30, 2017",PHO vs. MIN,L,20,3 - 7,0 - 0,0 - 2,1,2,3,2,0,1,1,5,6
14,brittney-griner,"JUN 23, 2017",PHO @ SEA,W,35,9 - 14,0 - 0,7 - 8,3,6,9,3,0,1,5,4,25
15,brittney-griner,"JUN 18, 2017",PHO @ LAS,L,26,4 - 9,0 - 0,3 - 5,0,3,3,1,1,1,4,5,11
16,brittney-griner,"JUN 16, 2017",PHO vs. CHI,W,37,8 - 18,0 - 0,11 - 14,3,6,9,2,0,3,2,4,27
17,brittney-griner,"JUN 10, 2017",PHO vs. LAS,L,29,7 - 14,0 - 0,7 - 7,4,5,9,5,0,1,4,4,21
18,brittney-griner,"JUN 07, 2017",PHO @ IND,W,39,15 - 19,0 - 0,8 - 10,2,7,9,3,1,2,4,6,38
19,brittney-griner,"JUN 04, 2017",PHO @ NYL,L,32,7 - 16,0 - 0,12 - 14,4,4,8,4,1,0,5,5,26
20,brittney-griner,"JUN 01, 2017",PHO @ CHI,W,38,10 - 19,0 - 0,8 - 8,4,9,13,1,1,2,2,2,28
21,brittney-griner,"MAY 27, 2017",PHO vs. DAL,W,23,4 - 11,0 - 0,4 - 7,1,5,6,1,0,4,2,3,12
22,brittney-griner,"MAY 23, 2017",PHO vs. NYL,L,37,6 - 13,0 - 0,7 - 7,0,6,6,2,3,6,2,2,19
23,brittney-griner,"MAY 19, 2017",PHO @ SAN,W,34,7 - 12,0 - 0,6 - 7,3,10,13,2,2,4,0,5,20
24,brittney-griner,"MAY 17, 2017",PHO vs. IND,W,30,13 - 15,0 - 0,6 - 8,3,7,10,0,0,3,0,0,32
25,brittney-griner,"MAY 14, 2017",PHO vs. DAL,L,32,6 - 11,0 - 0,6 - 7,0,2,2,1,0,2,0,5,18
0,briann-january,"AUG 18, 2017",IND @ MIN,L,24,3 - 7,0 - 0,2 - 2,0,0,0,3,0,0,5,5,8
1,briann-january,"AUG 08, 2017",IND @ NYL,L,32,2 - 9,0 - 3,0 - 0,0,0,0,3,1,0,2,3,4
2,briann-january,"AUG 06, 2017",IND vs. MIN,W,26,5 - 11,0 - 2,4 - 5,1,0,1,6,1,0,4,5,14
3,briann-january,"AUG 04, 2017",IND vs. CHI,L,36,3 - 9,1 - 4,0 - 1,0,3,3,8,0,0,5,3,7
4,briann-january,"JUL 30, 2017",IND @ CON,L,23,3 - 9,1 - 2,2 - 2,2,0,2,3,0,0,2,3,9
5,briann-january,"JUL 28, 2017",IND vs. NYL,L,30,2 - 5,2 - 3,2 - 2,0,1,1,6,3,0,1,2,8
6,briann-january,"JUL 25, 2017",IND @ DAL,L,30,5 - 11,1 - 4,5 - 7,0,3,3,0,2,0,8,5,16
7,briann-january,"JUL 20, 2017",IND @ SAN,L,25,3 - 10,0 - 1,0 - 0,1,1,2,4,1,0,1,2,6
8,briann-january,"JUL 19, 2017",IND @ PHO,W,27,3 - 6,1 - 2,0 - 0,1,6,7,7,0,1,1,5,7
9,briann-january,"JUL 17, 2017",IND @ LAS,L,32,5 - 11,2 - 4,0 - 0,0,2,2,2,0,0,4,3,12
10,briann-january,"JUL 14, 2017",IND vs. WAS,L,34,6 - 17,1 - 5,2 - 2,1,1,2,4,0,0,2,2,15
11,briann-january,"JUL 12, 2017",IND vs. SAN,L,31,5 - 13,1 - 5,2 - 2,0,1,1,6,1,1,1,5,13
12,briann-january,"JUL 07, 2017",IND @ ATL,L,18,1 - 3,0 - 0,1 - 1,0,1,1,2,0,0,3,5,3
13,briann-january,"JUL 01, 2017",IND vs. CON,L,33,3 - 9,1 - 3,5 - 6,1,0,1,3,1,0,1,2,12
14,briann-january,"JUN 28, 2017",IND @ CHI,W,27,2 - 6,0 - 1,6 - 7,0,1,1,7,1,0,1,1,10
15,briann-january,"JUN 24, 2017",IND vs. LAS,L,33,4 - 8,1 - 3,4 - 5,0,2,2,2,1,0,3,1,13
16,briann-january,"JUN 18, 2017",IND @ CHI,W,18,4 - 5,0 - 0,2 - 2,0,0,0,7,0,0,0,3,10
17,briann-january,"JUN 07, 2017",IND vs. PHO,L,1,0 - 1,0 - 0,0 - 0,0,0,0,0,1,0,0,0,0
18,briann-january,"JUN 03, 2017",IND vs. DAL,W,30,5 - 6,0 - 0,6 - 6,0,2,2,7,1,1,4,3,16
19,briann-january,"MAY 30, 2017",IND @ DAL,L,22,1 - 6,0 - 3,3 - 4,1,0,1,2,3,0,1,2,5
20,briann-january,"MAY 28, 2017",IND @ SEA,L,20,3 - 10,1 - 2,2 - 2,1,0,1,3,1,0,1,4,9
21,briann-january,"MAY 24, 2017",IND vs. LAS,W,25,4 - 7,1 - 1,1 - 3,0,0,0,6,1,0,0,1,10
22,briann-january,"MAY 20, 2017",IND vs. CON,W,26,1 - 7,0 - 2,2 - 2,2,1,3,4,2,0,0,0,4
23,briann-january,"MAY 17, 2017",IND @ PHO,L,27,0 - 5,0 - 2,4 - 6,1,0,1,0,1,1,1,1,4
24,briann-january,"MAY 14, 2017",IND @ SEA,L,27,8 - 14,4 - 5,3 - 4,0,0,0,3,1,0,2,5,23
0,camille-little,"SEP 03, 2017",PHO vs. ATL,W,24,0 - 1,0 - 0,0 - 2,0,4,4,3,2,0,0,2,0
1,camille-little,"SEP 01, 2017",PHO vs. CON,W,30,1 - 3,1 - 1,0 - 0,1,7,8,2,1,0,0,3,3
2,camille-little,"AUG 27, 2017",PHO @ SEA,W,20,1 - 2,1 - 1,0 - 0,0,0,0,1,0,0,1,6,3
3,camille-little,"AUG 24, 2017",PHO vs. LAS,L,28,3 - 9,2 - 4,1 - 2,2,2,4,1,0,2,4,1,9
4,camille-little,"AUG 22, 2017",PHO @ MIN,L,24,4 - 5,0 - 0,0 - 0,2,3,5,0,0,0,2,2,8
5,camille-little,"AUG 20, 2017",PHO @ CON,L,26,4 - 6,0 - 0,0 - 1,1,3,4,1,1,0,0,3,8
6,camille-little,"AUG 18, 2017",PHO @ WAS,W,27,5 - 5,0 - 0,5 - 9,1,3,4,1,0,1,1,4,15
7,camille-little,"AUG 12, 2017",PHO vs. SEA,L,17,3 - 6,0 - 1,1 - 1,1,1,2,0,1,1,2,5,7
8,camille-little,"AUG 10, 2017",PHO @ DAL,W,22,0 - 1,0 - 0,2 - 2,1,3,4,1,0,0,2,3,2
9,camille-little,"AUG 06, 2017",PHO @ WAS,L,28,2 - 8,0 - 1,0 - 0,0,3,3,3,1,0,2,4,4
10,camille-little,"AUG 04, 2017",PHO @ CON,L,31,6 - 14,0 - 2,1 - 2,1,3,4,5,3,1,3,3,13
11,camille-little,"JUL 30, 2017",PHO vs. SAN,W,27,4 - 9,0 - 2,1 - 1,0,4,4,2,1,2,4,3,9
12,camille-little,"JUL 28, 2017",PHO @ CHI,W,31,7 - 15,1 - 3,4 - 4,1,1,2,2,1,0,1,3,19
13,camille-little,"JUL 25, 2017",PHO @ ATL,L,23,1 - 5,0 - 1,0 - 0,2,4,6,1,0,1,3,2,2
14,camille-little,"JUL 19, 2017",PHO vs. IND,L,29,2 - 11,0 - 4,2 - 2,3,1,4,5,0,0,1,3,6
15,camille-little,"JUL 16, 2017",PHO @ MIN,L,31,3 - 8,1 - 3,0 - 0,0,3,3,0,0,0,3,3,7
16,camille-little,"JUL 14, 2017",PHO vs. MIN,L,23,0 - 5,0 - 0,2 - 4,1,1,2,0,1,1,2,0,2
17,camille-little,"JUL 12, 2017",PHO vs. ATL,W,30,3 - 8,0 - 1,3 - 4,6,6,12,6,2,0,2,1,9
18,camille-little,"JUL 09, 2017",PHO vs. NYL,W,25,1 - 5,0 - 3,0 - 2,1,1,2,0,0,0,2,4,2
19,camille-little,"JUL 07, 2017",PHO @ SAN,W,29,3 - 6,0 - 3,2 - 2,1,4,5,5,0,1,0,1,8
20,camille-little,"JUL 05, 2017",PHO vs. WAS,W,33,6 - 10,2 - 3,0 - 1,3,3,6,0,2,0,2,4,14
21,camille-little,"JUN 30, 2017",PHO vs. MIN,L,31,6 - 11,2 - 3,2 - 2,1,2,3,1,1,0,0,3,16
22,camille-little,"JUN 23, 2017",PHO @ SEA,W,26,3 - 8,0 - 3,0 - 0,3,4,7,0,3,0,1,6,6
23,camille-little,"JUN 18, 2017",PHO @ LAS,L,20,6 - 12,0 - 3,2 - 3,3,2,5,1,0,1,0,4,14
